Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
80010090738	c_f563	Comune di Montemesola	Montemesola	Vito Antonio	Punzi	74020	TA	Puglia	www.comune.montemesola.ta.it	Via Roma,23	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sindaco.comunemontemesola@pec.rupar.puglia.it	pec	utcsegreteria.comunemontemesola@pec.rupar.puglia.it	pec	ragioneria.comunemontemesola@pec.rupar.puglia.it	pec	segreteria.comunemontemesola@pec.rupar.puglia.it	pec	sociali.comunemontemesola@pec.rupar.puglia.it	pec					0		1
00711160135	c_f564	Comune di Montemezzo	Montemezzo	Gian Luigi	Spreafico	22010	CO	Lombardia	comune.montemezzo.co.it	Via Chiesa	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemontemezzo@pec.provincia.como.it	pec	comunemontemezzo@libero.it	altro	null	null	null	null	null	null				null	0		
00268100518	c_f565	Comune di Montemignaio	Montemignaio	Giuseppe	Del Pianta	52010	AR	Toscana	www.comune.montemignaio.ar.it	Via Pieve, 45	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montemignaio@postacert.toscana.it	pec	montemignaio@casentino.toscana.it	altro	null	null	null	null	null	null				null	0		1
80003770643	c_f566	Comune di Montemiletto	Montemiletto	Massimiliano	Minichiello	83038	AV	Campania	www.comune.montemiletto.av.it	Via Roma,2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunedimontemiletto@legalmail.it	pec	prot@comunemontemiletto.gov.it	altro	null	null	null	null	null	null					2		
00224000430	c_f567	Comune di Pollenza	Pollenza	Mauro	Romoli	62010	MC	Marche	www.comune.pollenza.mc.it	Piazza Liberta' 16	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.pollenza.mc@legalmail.it	pec	info@comune.pollenza.mc.it	altro	null	null	null	null	null	null	https://www.facebook.com/comunedipollenza/			null	0	1	1
00207470766	c_f568	Comune di Montemilone	Montemilone	Gennaro	Mennuti	85020	PZ	Basilicata	www.comunemontemilone.it	Largo Regina Elena, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemontemilone@cert.ruparbasilicata.it	pec	comunedimontemilone@tiscali.it	altro	null	null	null	null	null	null				null	0		
00192880706	c_f569	Comune di Montemitro	Montemitro	Sergio	Sammartino	86030	CB	Molise	www.comune.montemitro.cb.it	Via Makarska, 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	montemitrocomune@pec.it	pec	info@montemitrocomune.cb.it	altro	null	null	null	null	null	null				null	0		
00357080449	c_f570	Comune di Montemonaco	Montemonaco	Onorato	Corbelli	63088	AP	Marche		Piazza Risorgimento N. 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemontemonaco.protocollo@pec.it	pec	protocollo@comunemontemonaco.it	altro	null	null	null	null	null	null				null	0		
00584640486	c_f572	Comune di Montemurlo	Montemurlo	Simone	Calamai	59013	PO	Toscana	www.comune.montemurlo.po.it	Via Montalese, 472	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montemurlo@postacert.toscana.it	pec	enrico.bini@comune.montemurlo.po.it	altro	erika.daveth@comune.montemurlo.po.it	altro	valentina.cecchi@comune.montemurlo.po.it	altro	claudia.ciardi@comune.montemurlo.po.it	altro	https://www.facebook.com/MontemurloPromuove				1		
81000050765	c_f573	Comune di Montemurro	Montemurro	Senatro	Di Leo	85053	PZ	Basilicata	www.comune.montemurro.pz.it	Piazza Garibaldi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	anagrafe.montemurro@pec.it	pec	carmela.delorenzo@libero.it	altro	null	null	null	null	null	null				null	0		1
01322440304	c_f574	Comune di Montenars	Montenars	Claudio	Sandruvi	33010	UD	Friuli Venezia Giulia	www.comune.montenars.ud.it	Borgo Isola, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montenars@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		
82004330708	c_f576	Comune di Montenero di Bisaccia	Montenero di Bisaccia	Nicola	Travaglini	86036	CB	Molise	www.comune.montenerodibisaccia.cb.it	Piazza Della Liberta', 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montenerodibisacciacb@legalmail.it	pec	ragioneria.montenerobis@gmail.com	altro	settoreaffarigeneralimontenero@gmail.com	altro	monteneroutc@libero.it	altro	tributi.montenerodibisaccia@anutel.it	pec	https://www.facebook.com/ComunediMontenerodiBisaccia/?ref=br_rs				3		
00253540694	c_f578	Comune di Montenerodomo	Montenerodomo	Angelo	Piccoli	66010	CH	Abruzzo	www.montenerodomo.gov.it	Piazza Benedetto Croce	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montenerodomo.ch@halleycert.it	pec	ragioneria@montenerodomo.gov.it	altro	protocollo@montenerodomo.gov.it	altro	tecnico@montenerodomo.gov.it	altro	sindaco@montenerodomo.gov.it	altro					0		1
00121390579	c_f579	Comune di Montenero Sabino	Montenero Sabino	Marco	Matteocci	02040	RI	Lazio	www.comune.montenerosabino.ri.it	Piazza Del Municipio, 2	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comune.montenerosabino.ri.it	pec	comune.montenerosabino@gmail.com	altro	null	null	null	null	null	null	https://www.facebook.com/comunemontenerosabino/			null	0		
80001970948	c_f580	Comune di Montenero Val Cocchiara	Montenero Val Cocchiara	Roberta	Orlando	86080	IS	Molise	www.comune.montenerovalcocchiara.is.it	Piazzale Sandro Pertini, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ufficiofinanziario@pec.comune.montenerovalcocchiara.is.it	pec	DITENE00@montenero-valcocchiara.191.it	altro	null	null	null	null	null	null				null	0		
00173840422	c_f581	Comune di Ostra Vetere	Ostra Vetere	Rodolfo	Pancotti	60010	AN	Marche	www.comune.ostravetere.an.it	Piazza Don Minzoni, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.ostravetere@emarche.it	pec	protocollo@comune.ostravetere.an.it	altro	null	null	null	null	null	null				null	0		
83002050694	c_f582	Comune di Monteodorisio	Monteodorisio	Catia	Di Fabio	66050	CH	Abruzzo	www.comune.monteodorisio.ch.it	Via Vittorio Emanuele Iii, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	servizifinanziari@comunemonteodorisio.legalmail.it	pec	comune.monteodorisio@legalmail.it	pec	comunemonteodorisio@alice.it	altro	null	null	null	null					0		
00176150670	c_f585	Comune di Roseto Degli Abruzzi	Roseto degli Abruzzi	ANTONIETTA	CRISUCCI	64026	TE	Abruzzo	www.comune.roseto.te.it	Piazza Della Republica, 10	DIRIGENTE III SETTORE AD INTERIM	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollogenerale@pec.comune.roseto.te.it	pec	null	null	null	null	null	null	null	null				null	0		
00297260796	c_f586	Comune di Montepaone	Montepaone	Mario	Migliarese	88060	CZ	Calabria	comune.montepaone.cz.it	Via Luigi Rossi n. 35	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria@pec.comune.montepaone.cz.it	pec	urbanistica@pec.comune.montepaone.cz.it	pec	centralecommittenza@pec.comune.montepaone.cz.it	pec	null	null	null	null	https://www.facebook.com/montepaone	https://www.twitter.com/montepaone	http://www.youtube.com/montepaone	null	0		1
80011610732	c_f587	Comune di Monteparano	Monteparano	Cosimo	Birardi	74020	TA	Puglia	www.comune.monteparano.ta.it	Via Trento, N. 34	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	statocivile.comune.monteparano@pec.rupar.puglia.it	pec	null	null	null	null	null	null	null	null				null	0		1
81001610419	c_f589	Comune di Monte Porzio	Monte Porzio	LUIGI MARIA	BARUFFI	61040	PU	Marche	www.comune.monte-porzio.pu.it	Viale Cante Di Montevecchio, 10	RESPONSABILE SERVIZI DEMOGRAFICI E SOCIALI	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.monteporzio@emarche.it	pec	protocollo@comune.monte-porzio.pu.it	altro	null	null	null	null	null	null				null	0		
84001810583	c_f590	Comune di Monte Porzio Catone	Monte Porzio Catone	MASSIMO	PULCINI	00040	RM	Lazio	www.comune.monteporziocatone.rm.it	Via Roma 5	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteporziocatone@legalmail.it	pec	segretariogenerale.monteporziocatone@legalmail.it	pec	null	null	null	null	null	null	https://it-it.facebook.com/pages/Comune-di-Monte-Porzio-Catone/1420492421571440		https://www.youtube.com/channel/UCIDbBvA6DFQyvyjl9dWzZgw		0		1
00376950440	c_f591	Comune di Monteprandone	Monteprandone	Stefano	Stracci	63076	AP	Marche	www.monteprandone.gov.it	Piazza Dell' Aquila, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteprandone@emarche.it	pec	info@comune.monteprandone.ap.it	altro	null	null	null	null	null	null				null	0		1
00223000522	c_f592	Comune di Montepulciano	Montepulciano	Michele	Angiolini	53045	SI	Toscana	www.comune.montepulciano.si.it	Piazza Grande, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	AOOMON	S	comune.montepulciano@pec.consorzioterrecablate.it	pec	null	null	null	null	null	null	null	null	https://it-it.facebook.com/comunemontepulciano	https://twitter.com/c_montepulciano		null	0		1
00197650518	c_f594	Comune di Monterchi	Monterchi	Alfredo	Romanelli	52035	AR	Toscana	www.comunemonterchi.it	Piazza Umberto Primo, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monterchi@postacert.toscana.it	pec	ragioneria@comunemonterchi.com	altro	servizidemografici@comunemonterchi.com	altro	null	null	null	null				null	0		1
00096510664	c_f595	Comune di Montereale	Montereale	Massimiliano	Giorgi	67015	AQ	Abruzzo	www.comune.montereale.it	Via Condotti	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.montereale@legalmail.it	pec	ragioneria@montereale.it	altro	anagrafe.montereale@legalmail.it	pec	null	null	null	null				null	0		
81000690933	c_f596	Comune di Montereale Valcellina	Montereale Valcellina	Igor	Alzetta	33086	PN	Friuli Venezia Giulia	www.comune.monterealevalcellina.pn.it/	Via Marziano Ciotti, 122	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monterealevalcellina@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		1
80013710373	c_f597	Comune di Monterenzio	Monterenzio	Patrizio	D'Errigo	40050	BO	Emilia Romagna	www.comune.monterenzio.bologna.it	Piazza Guerrino De Giovanni 1	Responsabile Area Economico Finanziaria	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monterenzio@cert.provincia.bo.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/Comune-di-Monterenzio-355607651293623/				0		
00224550525	c_f598	Comune di Monteriggioni	Monteriggioni	Raffaella	Senesi	53035	SI	Toscana	www.comune.monteriggioni.si.it	Via Cassia Nord, 150	Sindaco 	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemonteriggioni@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		1
00396470445	c_f599	Comune di Monte Rinaldo	Monte Rinaldo	Gianmario	Borroni	63852	FM	Marche	www.comune.monterinaldo.fm.it	Via Borgo Nuovo, 16	Responsabile del Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monterinaldo@emarche.it	pec	protocollo@comune.monterinaldo.fm.it	altro	null	null	null	null	null	null					0		
82002210423	c_f600	Comune di Monte Roberto	Monte Roberto	Stefano	Martelli	60030	AN	Marche	www.comune.monteroberto.an.it	Piazza Ruggeri, 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteroberto@emarche.it	pec	comune@monteroberto.pannet.it	altro	null	null	null	null	null	null					0		
80001790940	c_f601	Comune di Monteroduni	Monteroduni	Custode	Russo	86075	IS	Molise	www.comune.monteroduni.is.it/	Piazza Municipio N. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteroduni@pec.it	pec	monteroduni@virgilio.it	altro	null	null	null	null	null	null				null	0		1
00187760566	c_f603	Comune di Monte Romano	Monte Romano	Murizio	Testa	01010	VT	Lazio	www.comune.monteromano.vt.it	Piazza Plebiscito, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria@pec.comune.monteromano.vt.it	pec	null	null	null	null	null	null	null	null				null	0		1
93003530750	c_f604	Comune di Monteroni di Lecce	Monteroni di Lecce	Guido	Aprea	73047	LE	Puglia	www.comune.monteroni.le.it	Piazza Falconieri	Commissario Straordinario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollogenerale.comune.monteroni@pec.rupar.puglia.it	pec	cig@comune.monteroni.le.it	altro	ragioneria.comune.monteroni@pec.rupar.puglia.it	pec	servizisociali.comune.monteroni@pec.rupar.puglia.it	pec	serviziculturali.comune.monteroni@pec.rupar.puglia.it	pec				null	0		1
00229690524	c_f605	Comune di Monteroni D'Arbia	Monteroni d'Arbia	Gabriele	BERNI	53014	SI	Toscana	www.comune.monteronidarbia.si.it	Via Roma, 87	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteronidarbia@postacert.toscana.it	pec	info@comune.monteronidarbia.si.it	altro	null	null	null	null	null	null				null	0		1
80005310562	c_f606	Comune di Monterosi	Monterosi	Sandro	Giglietti	01030	VT	Lazio	www.comune.monterosi.vt.it	Via Urbano Del Drago 37	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemonterosi@postecert.it	pec	ced@comune.monterosi.vt.it	altro	null	null	null	null	null	null				null	0		1
00363920794	c_f607	Comune di Monterosso Calabro	Monterosso Calabro	Giuseppe	BARBARA	89819	VV	Calabria	comune.monterossocalabro.vv.it	Via Marconi	Responsabile Servizio Tecnico	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.monterossocalabro@asmepec.it	pec	tecnico.monterossocalabro@asmepec.it	pec	amministrativo.monterossocalabro@asmepec.it	pec	contabile.monterossocalabro@asmepec.it	pec	tributi.monterossocalabro@asmepec.it	pec				null	0		1
80004770048	c_f608	Comune di Monterosso Grana	Monterosso Grana	Mauro	Martini	12020	CN	Piemonte	www.comune.monterossograna.cn.it	Via Mistral n. 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	monterosso.grana@cert.ruparpiemonte.it	pec	info@comune.monterossograna.cn.it	altro	null	null	null	null	null	null				null	0	1	1
00192420115	c_f609	Comune di Monterosso al Mare	Monterosso al Mare	Emanuele	Moggia	19016	SP	Liguria	www.comune.monterosso.sp.it	Piazza Garibaldi, 35	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.monterosso.sp.it	pec	null	null	null	null	null	null	null	null				null	0		
92005940884	c_f610	Comune di Monterosso Almo	Monterosso Almo	PAOLO	BUSCEMA	97010	RG	Sicilia	www.comune.monterossoalmo.gov.it	Piazza San Giovanni N 9	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.monterosso-almo.rg.it	pec	ragioneria@pec.comune.monterosso-almo.rg.it	pec	suap@pec.comune.monterosso-almo.rg.it	pec	areatecnica@pec.comune.monterosso-almo.rg.it	pec	null	null				null	0		1
80140110588	c_f611	Comune di Monterotondo	Monterotondo	Riccardo	Varone	00015	RM	Lazio	www.comune.monterotondo.rm.it	Piazza A. Frammartino, 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monterotondo.rm@pec.it	pec	null	null	null	null	null	null	null	null					0		1
81000870535	c_f612	Comune di Monterotondo Marittimo	Monterotondo Marittimo	Loretta	Picchi	58025	GR	Toscana	www.comune.monterotondomarittimo.gr.it	Via Bardelloni, 64	Responsabile	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	AOOCMRM	S	comune.monterotondomarittimo@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		1
00357030444	c_f614	Comune di Monterubbiano	Monterubbiano	MARIA TERESA	MIRCOLI	63825	FM	Marche	www.comune.monterubbiano.fm.it	Via Trento E Trieste, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	monterubbiano@pec.ucvaldaso.it	pec	monterubbiano@ucvaldaso.it	altro	anna.lupacchini@ucvaldaso.it	altro	null	null	null	null				null	0		
81003590593	c_f616	Comune di Monte San Biagio	Monte San Biagio	Anna	Maciariello	04020	LT	Lazio	www.comunedimontesanbiagio.it	Via Roma, 1	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montesanbiagio@pec.it	pec	comune@comune.montesanbiagio.lt.it	altro	fatturapa@pec.montesanbiagio.lt.it	altro	null	null	null	null				null	0		
83002030654	c_f618	Comune di Monte San Giacomo	Monte San Giacomo	Raffaele	Accetta	84030	SA	Campania	www.comune.montesangiacomo.sa.it	Via Sant'Anna	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	prot.msgiacomo@asmepec.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/monte	https://www.twitter.com/monte	http://www.youtube.com/monte	null	0		1
00107990574	c_f619	Comune di Monte San Giovanni in Sabina	Monte San Giovanni in Sabina	Salvatore	Mei	02040	RI	Lazio	comune.montesangiovanni.ri.gov.it	Viale Regina Margherita,2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	amministrazione.comunemontesangiovanniinsabina@pec.it	pec	ufficioragmsg@libero.it	altro	ufficiotecnicomsg@libero.it	altro	null	null	null	null				null	0		
80002470609	c_f620	Comune di Monte San Giovanni Campano	Monte San Giovanni Campano	ANGELO	VERONESI	03025	FR	Lazio	www.comune.montesangiovannicampano.fr.it	p. Guglielmo Marconi 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.msgc@pec.ancitel.it	pec	ragioneriamsgc@virgilio.it	altro	servizisociali.msgc@pec.ancitel.it	pec	comunemontesgc.demografico@pec.it	pec	null	null				null	0		
00134550433	c_f621	Comune di Monte San Giusto	Monte San Giusto	Luigi	Simonelli	62015	MC	Marche	www.comune.montesangiusto.mc.it	Via Bonafede, 30	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montesangiusto.mc.it	pec	segreteria@comune.montesangiusto.mc.it	altro	statocivile@pec.comune.montesangiusto.mc.it	pec	null	null	null	null				null	0	1	1
83002470439	c_f622	Comune di Monte San Martino	Monte San Martino	Valeriano	Ghezzi	62020	MC	Marche	www.comune.montesanmartino.mc.it	Piazza XX Settembre, 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	montesanmartino@pec.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
81003510757	C_F623	Comune di Montesano Salentino	Montesano Salentino	Silvana	Serrano	73030	LE	Puglia	www.comunemontesanosalentino.it	Via Monticelli 45	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.montesanosalentino@pec.rupar.puglia.it	pec	null	null	null	null	null	null	null	null				null	0		1
83002290654	c_f625	Comune di Montesano sulla Marcellana	Montesano sulla Marcellana	Giuseppe	Rinaldi	84033	SA	Campania	www.comune.montesano.sa.it	P.zza Filippo Gagliardi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montesano.sa.it	pec	null	null	null	null	null	null	null	null				null	0		
81001270446	c_f626	Comune di Monte San Pietrangeli	Monte San Pietrangeli	Paolo	Casenove	63815	FM	Marche	www.comune.montesanpietrangeli.fm.it	Piazza Umberto I, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montesanpietrangeli@emarche.it	pec	null	null	null	null	null	null	null	null				null	0		1
80013730371	c_f627	Comune di Monte San Pietro	Monte San Pietro	Stefano	Rizzoli	40050	BO	Emilia Romagna	www.comune.montesanpietro.bo.it	Piazza Della Pace, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montesanpietro@cert.provincia.bo.it	pec	comune@comune.montesanpietro.bo.it	altro	poliziamunicipale.montesanpietro@cert.provincia.bo.it	pec	null	null	null	null				null	0		1
00272160516	c_f628	Comune di Monte San Savino	Monte San Savino	Margherita Gilda	Scarpellini	52048	AR	Toscana	www.citymonte.it	Corso Sangallo, 38	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	AOOCMSS	S	comune@pec.citymonte.it	pec	comune@citymonte.it	altro	null	null	null	null	null	null	http://www.facebook.com/MonteSanSavino	https://twitter.com/MonteSSavino	http.//youtube.com/c/ComuneMonteSanSavinoArezzo	null	0		
81001650548	c_f629	Comune di Monte Santa Maria Tiberina	Monte Santa Maria Tiberina	Letizia	Michelini	06010	PG	Umbria	www.montesantamariatiberina.org	Via S. Croce, 12	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montesantamariatiberina@postacert.umbria.it	pec	tecnico@montesantamariatiberina.org	altro	null	null	null	null	null	null				null	0		1
83000870713	c_f631	Comune di Monte Sant'Angelo	Monte Sant'Angelo	Pierpaolo	d'Arienzo	71037	FG	Puglia	www.montesantangelo.it	Piazza Municipio, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@montesantangelo.it	pec	ragioneria@montesantangelo.it	pec	info@montesantangelo.it	pec	anagrafe@montesantangelo.it	pec	sindaco@montesantangelo.it	pec	https://www.facebook.com/comunemontesantangelo	https://twitter.com/twimontesangelo	http://www.youtube.com/palazzocelestini	null	0		
00125720433	c_f632	Comune di Potenza Picena	Potenza Picena	Noemi	Tartabini	62018	MC	Marche	www.comune.potenza-picena.mc.it	p. G. Matteotti, 28	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.potenzapicena@emarche.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
81000910448	c_f633	Comune di Monte Urano	Monte Urano	Moira	Canigola	63813	FM	Marche	www.comune.monteurano.fm.it	Piazza Della Liberta', 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.monteurano@emarche.it	pec	sindaco@comune.monteurano.fm.it	altro	null	null	null	null	null	null				null	0		
00182280420	c_f634	Comune di Monte San Vito	Monte San Vito	Sabrina	Sartini	60037	AN	Marche	www.montesanvito.pannet.it	Via Matteotti, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montesanvito.an.it	pec	info@comune.montesanvito.an.it	altro	null	null	null	null	null	null	http://www.facebook.com/montesanvito			null	0		
80000980625	c_f636	Comune di Montesarchio	Montesarchio	Francesco	Damiano	82016	BN	Campania	www.comune.montesarchio.bn.it	Piazza San Francesco	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.montesarchio.bn.it	pec	finanza@pec.comune.montesarchio.bn.it	pec	protocollo@comune.montesarchio.bn.it	altro	null	null	null	null					0		1
80001380775	c_f637	Comune di Montescaglioso	Montescaglioso	VINCENZO	ZITO	75024	MT	Basilicata	www.comune.montescaglioso.mt.it	Via C. Venezia, n. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	servizifinanziari@pec.comune.montescaglioso.mt.it	pec	dr.gpandolfi@tiscali.it	altro	null	null	null	null	null	null				null	0		1
84000670186	c_f638	Comune di Montescano	Montescano	ENRICA	BREGA	27040	PV	Lombardia	WWW.COMUNE.MONTESCANO.PV.IT	Via Roncole 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montescano@legalpec.it	pec	anagrafe@comune.montescano.pv.it	altro	null	null	null	null	null	null				null	0		1
83001910039	c_f639	Comune di Montescheno	Montescheno	Vittorio	Bianchetti	28843	VB	Piemonte	www.comune.montescheno.vb.it	Frazione Cresti 68	Responsabile Ufficio Contabilita'	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montescheno.vb@legalmail.it	pec	montescheno@libero.it	altro	null	null	null	null	null	null				null	0		1
83002110506	c_f640	Comune di Montescudaio	Montescudaio	Simona	Fedeli	56040	PI	Toscana	www.comune.montescudaio.pi.it	Via Della Madonna, 37	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montescudaio@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		
00273460360	c_f642	Comune di Montese	Montese	ADELAIDE	ZACCARIA	41055	MO	Emilia Romagna	www.comune.montese.mo.it	Via Panoramica 60	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunemontese@cert.comune.montese.mo.it	pec	lelli.a@comune.montese.mo.it	altro	maggi.v@comune.montese.mo.it	altro	null	null	null	null				null	0		
00441110350	c_f643	Comune di Montecchio Emilia	Montecchio Emilia	Fausto	Torelli	42027	RE	Emilia Romagna	www.comune.montecchio-emilia.re.it/	Piazza Repubblica, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	montecchio-emilia@cert.provincia.re.it	pec	ufficiosegreteria@comune.montecchio-emilia.re.it	altro	null	null	null	null	null	null					0		
00485460182	c_f644	Comune di Montesegale	Montesegale	Carlo	Ferrari	27052	PV	Lombardia	www.comune.montesegale.pv.it	Piazza Del Municipio Eroi Di Nassiriya, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montesegale@pec.regione.lombardia.it	pec	null	null	null	null	null	null	null	null				null	0		1
00193460680	c_f646	Comune di Montesilvano	Montesilvano	Francesco	Maragno	65015	PE	Abruzzo	www.comune.montesilvano.pe.it	Piazza Diaz N 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@comunemontesilvano.legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
01175300480	c_f648	Comune di Montespertoli	Montespertoli	Alessio	Mugnaini	50025	FI	Toscana	www.comune.montespertoli.fi.it	Piazza Del Popolo, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.montespertoli@postacert.toscana.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/comunemontespertoli/	https://twitter.com/montespertoli_?lang=it			0		1
