cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
80006370169,Lombardia,BG,Comune di Pradalunga,,comunepradalunga.it,c_g968,Pradalunga,Natalina Elena,Valoti,24020,comunepradalunga.it,"Via S. Martino, 24",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.pradalunga@pec.regione.lombardia.it,pec,catia.pievani@comunepradalunga.it,altro,null,null,null,null,null,null,,,,null,0,404,
80006380051,Piemonte,AT,Comune di Tonco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006380051.txt,www.comune.tonco.at.it,c_l203,Tonco,Simonetta,Amerio,14039,www.comune.tonco.at.it,"Piazza Lanfranco, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,tonco@cert.ruparpiemonte.it,pec,uffici@comune.tonco.at.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006390241,Veneto,VI,Comune di Sossano,,www.comune.sossano.vi.it,c_i867,Sossano,Flavio Alberto,Caoduro,36040,www.comune.sossano.vi.it,"Via Mazzini, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.sossano.vi@legalmail.it,pec,r.gallo@comune.sossano.vi.it,altro,null,null,null,null,null,null,https://www.facebook.com/comunedisossano.vi,https://twitter.com/ComunediSossano,,null,3,404,
80006410213,Trentino Alto Adige,BZ,Comune di Castelrotto,,www.castelrotto.it,c_c254,Castelrotto,Andreas,Colli,39040,www.castelrotto.it,Piazza Krausen 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,kastelruth.castelrotto@legalmail.it,pec,info@comune.castelrotto.bz.it,altro,null,null,null,null,null,null,,,,null,0,404,
80006410304,Friuli Venezia Giulia,UD,Comune di Camino Al Tagliamento,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006410304.txt,www.comune.caminoaltagliamento.ud.it,c_b483,Camino al Tagliamento,Nicola,Locatelli,33030,www.comune.caminoaltagliamento.ud.it,"Via Roma, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.caminoaltagliamento@certgov.fvg.it,pec,segreteria@comune.caminoaltagliamento.ud.it,altro,tributi@comune.caminoaltagliamento.ud.it,altro,null,null,null,null,,,,null,0,200,x
80006410627,Campania,BN,Comune di Fragneto L'Abate,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006410627.txt,www.comune.fragnetolabate.bn.it,c_d755,Fragneto l'Abate,LUCIO,MUCCIACCIARO,82020,www.comune.fragnetolabate.bn.it/,Via Querce N. 21,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,fragnetolabate@pec.cstsannio.it,pec,segreteria.fragneto@libero.it,altro,anagrafeabate@alice.it,altro,null,null,null,null,,,,null,0,200,x
80006430203,Lombardia,MN,Comune di Quingentole,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006430203.txt,www.comune.quingentole.mn.it,c_h129,Quingentole,Alberto,Manicardi,46020,www.comune.quingentole.mn.it,Piazza Italia 24,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunequingentole@pec.it,pec,ragioneria@comune.quingentole.mn.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006460721,Puglia,BA,Comune di Toritto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006460721.txt,www.comune.toritto.ba.it,c_l220,Toritto,Pasquale,Regina,70020,www.comune.toritto.ba.it,Via Municipio 11,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,fatt_elettronica.comune.toritto@pec.rupar.puglia.it,pec,ragioneria.comune.toritto@pec.rupar.puglia.it,pec,demografici.comune.toritto@pec.rupar.puglia.it,pec,null,null,null,null,,,,null,0,200,x
80006470647,Campania,AV,Comune di Taurano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006470647.txt,www.comune.taurano.av.it,c_l061,Taurano,Antonio,Graziano,83020,www.comune.taurano.av.it,"Via Acquaro, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comuneditaurano@legalmail.it,pec,COMUNE.TAURANO@ASMEPEC.IT,pec,null,null,null,null,null,null,https://www.facebook.com/taurano,https://www.twitter.com/taurano,https://www.youtube.com/taurano,,0,200,x
80006490165,Lombardia,BG,Comune di Credaro,,www.comune.credaro.bg.it,c_d139,Credaro,Adriana,Bellini,24060,www.comune.credaro.bg.it,"Via Roma, 48",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.credaro.bg.it,pec,segreteria@pec.comune.credaro.bg.it,pec,anagrafe@comune.credaro.bg.it,altro,segreteria@comune.credaro.bg.it,altro,null,null,,,,null,0,404,
80006510202,Lombardia,MN,Comune di Sustinente,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006510202.txt,www.comune.sustinente.mn.it,c_l015,Sustinente,Michele,Bertolini,46030,www.comune.sustinente.mn.it,Via XX Settembre 108,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunesustinente@pec.it,pec,segreteria@comune.sustinente.mn.it,altro,demograficisustinente@pec.it,pec,null,null,null,null,,,,null,0,200,x
80006510780,Calabria,CS,Comune di Aprigliano,,www.comuneaprigliano.it,c_a340,Aprigliano,Francesco,Certoma',87051,www.comuneaprigliano.it,Piazza D. Le Pera,Responsabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria@pec.comuneaprigliano.it,pec,null,null,null,null,null,null,null,null,,,,null,3,404,
80006530309,Friuli Venezia Giulia,UD,Comune di Codroipo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006530309.txt,www.comune.codroipo.ud.it,c_c817,Codroipo,Fabio,Marchetti,33033,www.comune.codroipo.ud.it,Piazza G. Garibaldi 81,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.codroipo@certgov.fvg.it,pec,protocollo@comune.codroipo.ud.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006550919,Sardegna,NU,Comune di Bitti,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006550919.txt,www.comune.bitti.nu.it,c_a895,Bitti,Giuseppe,Ciccolini,08021,www.comune.bitti.nu.it,Piazza Asproni 47,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.bitti.nu.it,pec,amm.comunebitti@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006560215,Trentino Alto Adige,BZ,Comune di Bronzolo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006560215.txt,www.comune.bronzolo.bz.it,c_b203,Bronzolo,Mongillo,Giorgia,39051,www.comune.bronzolo.bz.it,Via G. Marconi 5,Sindaca,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,branzoll.bronzolo@legalmail.it,pec,contabilita-buchhaltung.branzoll.bronzolo@legalmail.it,pec,ufficiotributi-steueramt.branzoll.bronzolo@legalmail.it,pec,anag.bronzolo.branzoll@legalmail.it,pec,ufficiotecnico-bauamt.branzoll.bronzolo@legalmail.it,pec,,,,,0,200,x
80006560918,Sardegna,NU,Comune di Osidda,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006560918.txt,www.comune.osidda.nu.it,c_g154,Osidda,Giovanni,Mossa,08020,www.comune.osidda.nu.it,Piazza Bonapace,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.osidda.nu.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80006570644,Campania,AV,Comune di Quadrelle,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006570644.txt,www.comune.quadrelle.av.it,c_h097,Quadrelle,Franca,Fico,83020,www.comune.quadrelle.av.it,"Via Municipio, 10",Commissario Straordinario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.quadrelle@anutel.it,pec,areafinanze@comune.quadrelle.av.it,altro,ragioneria.quadrelle@anutel.it,pec,protocollo@comune.quadrelle.av.it,altro,segretario@comune.quadrelle.av.it,altro,,,,,0,200,x
80006580213,Trentino Alto Adige,BZ,Comune di Vadena,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006580213.txt,www.comune.vadena.bz.it,c_l527,Vadena,Alessandro,Beati,39051,www.comune.vadena.bz.it,"Vadena Centro, 111",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pfatten.vadena@legalmail.it,pec,info@comune.vadena.bz.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006610911,Sardegna,NU,Comune di Onifai,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006610911.txt,www.comune.onifai.nu.it,c_g070,Onifai,Daniela,Satgia,08020,www.comune.onifai.nu.it/,Via Municipio,sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,amministrativo@pec.comune.onifai.nu.it,pec,area.amministrativa@comune.onifai.nu.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006630216,Trentino Alto Adige,BZ,Comune di Chiusa,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006630216.txt,www.comune.chiusa.bz.it,c_c652,Chiusa,Maria Anna,Gasser,39043,www.comune.chiusa.bz.it,"Via Citta' Alta, 74",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,klausen.chiusa@legalmail.it,pec,info@chiusa.eu,altro,null,null,null,null,null,null,,,,null,0,200,x
80006630307,Friuli Venezia Giulia,UD,Comune di Basiliano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006630307.txt,www.comune.basiliano.ud.it,c_a700,Basiliano,Marco,Del Negro,33031,www.comune.basiliano.ud.it,Piazza del Municipio 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.basiliano@certgov.fvg.it,pec,protocollo@comune.basiliano.ud.it,altro,tributi@comune.basiliano.ud.it,altro,null,null,null,null,,,,null,0,200,x
80006650305,Friuli Venezia Giulia,UD,Comune di Mortegliano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006650305.txt,www.comune.mortegliano.ud.it,f_756,Mortegliano,Alberto,Comand,33050,www.comune.mortegliano.ud.it,Piazza G. Verdi 10,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.mortegliano@certgov.fvg.it,pec,protocollo@com-mortegliano.regione.fvg.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006660957,Sardegna,OR,Comune di Curcuris,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006660957.txt,comune.curcuris.or.it,c_d214,Curcuris,Massimo,Pilloni,09090,comune.curcuris.or.it,Via Chiesa N. 14,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,tecnico.curcuris@legalmail.it,pec,ufficiotecnico@comune.curcuris.or.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006690954,Sardegna,OR,Comune di Gonnoscodina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006690954.txt,www.comune.gonnoscodina.or.it,c_e087,Gonnoscodina,Pierpaolo,Sitzia,09090,www.comune.gonnoscodina.or.it,"Via Municipio, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.gonnoscodina.or.it,pec,protocollo@comune.gonnoscodina.or.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006710737,Puglia,TA,Comune di Martina Franca,,www.comune.martinafranca.ta.it,c_e986,Martina Franca,D'Arcangelo,Lucia,74015,www.comune.martinafranca.ta.it,p. Roma,Dirigente,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comunemartinafranca@pec.rupar.puglia.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/ComuneMartinaFranca/,,,,3,404,
80006740932,Friuli Venezia Giulia,PN,Comune di Morsano al Tagliamento,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006740932.txt,www.comune.morsanoaltagliamento.pn.it,c_f750,Morsano al Tagliamento,Loris,Grando,33075,www.comune.morsanoaltagliamento.pn.it,Piazza Daniele Moro 33,Segretario Comunale Responsabile Area Amministrati,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.morsanoaltagliamento@certgov.fvg.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80006810305,Friuli Venezia Giulia,UD,Comune di Remanzacco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006810305.txt,www.comune.remanzacco.ud.it,C_H229,Remanzacco,Daniela,Briz,33047,www.comune.remanzacco.ud.it,"Piazza Paolo Diacono, 16",Sindaco Pro-Tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.remanzacco@certgov.fvg.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/comuneremanzacco/,,,null,0,200,x
80006810677,Abruzzo,TE,Comune di Castel Castagna,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006810677.txt,comunedicastelcastagna.gov.it,c_c040,Castel Castagna,Silvio,De Antoniis,64030,comunedicastelcastagna.gov.it,Via Giacomo Matteotti,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comunedicastelcastagna.gov.it,pec,protocollo@comunedicastelcastagna.gov.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80006830873,Sicilia,CT,Comune di Gravina di Catania,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006830873.txt,www.comune.gravina-di-catania.ct.it,c_e156,Gravina di Catania,Massimiliano,Giammusso,95030,www.comune.gravina-di-catania.ct.it,"Viale Guglielmo Marconi, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.gravina-di-catania@legalmail.it,pec,null,null,null,null,null,null,null,null,https://facebook.com/comunedigravinadicataniapage/,,,null,0,200,x
80006850640,Campania,AV,Comune di Forino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006850640.txt,www.comune.forino.av.it,c_d701,Forino,Gianluca,Forgione,83020,www.comune.forino.av.it,"Piazza Municipio, 2",Responsabile Finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,comune di Forino,S,protocollo@pec.comune.forino.av.it,pec,utc@pec.comune.forino.av.it,pec,segretario@pec.comune.forino.av.it,pec,ragioneria@pec.comune.forino.av.it,pec,anagrafe@pec.comune.forino.av.it,pec,,,,,0,200,x
80006890265,Veneto,TV,Comune di Carbonera,,www.comune.carbonera.tv.it,c_b744,Carbonera,Federica,Ortolan,31030,www.comune.carbonera.tv.it,"Via Roma, 27",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.carbonera.tv@pecveneto.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80006890950,Sardegna,OR,Comune di Palmas Arborea,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006890950.txt,www.comune.palmasarborea.or.it,c_g286,Palmas Arborea,Andrea,Pisu Massa,09090,www.comune.palmasarborea.or.it,"Via Rinascita, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.palmasarborea.or.it,pec,protocollo@comune.palmasarborea.or.it,altro,null,null,null,null,null,null,,,,,0,200,x
80006900072,Valle D'Aosta,AO,Comune di Saint Rhemy en Bosses,,www.comune.saintrhemyenbosses.ao.it,c_h675,Saint-Rhe'my-en-Bosses,Corrado,Jordan,11010,www.comune.saintrhemyenbosses.ao.it,"Frazione Saint Leonard, 10",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.saintrhemyenbosses.ao.it,pec,info@comune.saintrhemyenbosses.ao.it,altro,null,null,null,null,null,null,,,,null,0,404,
80006910618,Campania,CE,Comune di Giano Vetusto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006910618.txt,www.comune.gianovetusto.ce.it,c_e011,Giano Vetusto,Antonio,Zona,81042,www.comune.gianovetusto.ce.it,Piazza Municipio 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,demo.giano@asmepec.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80006940029,Piemonte,BI,Comune di Villa del Bosco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006940029.txt,www.comune.villadelbosco.bi.it,c_l933,Villa del Bosco,Alessandro,Todaro,13868,www.comune.villadelbosco.bi.it,P.zza Municipio N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,VILLADELBOSCO,S,villa.del.bosco@pec.ptbiellese.it,pec,villadelbosco@ptb.provincia.biella.it,altro,null,null,null,null,null,null,,,,null,3,200,x
80006950762,Basilicata,PZ,Comune di Castelmezzano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80006950762.txt,comune.castelmezzano.pz.it,c_c209,Castelmezzano,Nicola Rocco,Valluzzi,85010,comune.castelmezzano.pz.it,"Via Roma, 28",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.castelmezzano.pz@legalmail.it,pec,comune.castelmezzano.pz@egalmail.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007010111,Liguria,SP,Comune di Rocchetta di Vara,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007010111.txt,www.comune.rocchettadivara.sp.it,c_h461,Rocchetta di Vara,Riccardo,Barotti,19020,www.comune.rocchettadivara.sp.it,"Piazza Marconi, 17",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.rocchettadivara.sp.it,pec,protocollo@comune.rocchettadivara.sp.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007030705,Molise,CB,Comune di Toro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007030705.txt,www.comune.toro.cb.it,c_l230,Toro,ROBERTO,QUERCIO,86018,www.comune.toro.cb.it,"Viale San Francesco, 112",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.torocb@legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007050208,Lombardia,MN,Comune di Serravalle a Po,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007050208.txt,www.comune.serravalleapo.mn.it,c_i662,Serravalle a Po,Tiberio,Capucci,46030,www.comune.serravalleapo.mn.it,Piazza Marconi 5,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.serravalleapo@pec.regione.lombardia.it,pec,comuneserravalleapo@pec.it,pec,null,null,null,null,null,null,,,,null,1,200,x
80007050240,Veneto,VI,Comune di Camisano Vicentino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007050240.txt,www.comune.camisanovicentino.vi.it,c_b485,Camisano Vicentino,Eleutherios,Prezalis,36043,www.comune.camisanovicentino.vi.it,"Piazza Umberto I, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.camisanovicentino@halleycert.it,pec,protocollo@comune.camisanovicentino.vi.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007080668,Abruzzo,AQ,Comune di Pizzoli,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007080668.txt,www.comune.pizzoli.aq.it,c_g726,Pizzoli,Giovannino,Anastasio,67017,www.comune.pizzoli.aq.it,Piazza Municipio,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.pizzoli.aq.it,pec,protocollo@comune.pizzoli.aq.it,altro,null,null,null,null,null,null,http://www.comune.pizzoli.aq.it/,,,null,0,200,x
80007080783,Calabria,CS,Comune di Cervicati,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007080783.txt,www.comune.cervicati.cs.it,c_c554,Cervicati,Massimiliano,Barci,87010,www.comune.cervicati.cs.it,"Piazza Guzolini, 21",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,sindaco.cervicati@asmepec.it,pec,tecnico.cervicati@asmepec.it,pec,anagrafe.cervicati@asmepec.it,pec,null,null,null,null,,,,null,0,200,x
80007110648,Campania,AV,Comune di Torrioni,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007110648.txt,www.comune.torrioni.av.it,c_l301,Torrioni,Virgilio,Donnarumma,83010,www.comune.torrioni.av.it,Via Tuoro N. 6,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,sindaco.torrioni@asmepec.it,pec,torrioni@infinito.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007150404,Emilia Romagna,FC,Comune di Meldola,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007150404.txt,www.comune.meldola.fc.it,c_f097,Meldola,Gian Luca,Zattini,47014,www.comune.meldola.fc.it,"Piazza Felice Orsini,29",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.meldola@cert.provincia.fc.it,pec,urp@comune.meldola.fc.it,altro,sindaco@comune.meldola.fc.it,altro,null,null,null,null,,,,null,0,200,x
80007200951,Sardegna,OR,Comune di Sini,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007200951.txt,www.comune.sini.or.it,c_i749,Sini,CAU,MASSIMO,09090,www.comune.sini.or.it,"Via Pozzo, 25",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.sini@pec.comunas.it,pec,comunesini@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007220959,Sardegna,OR,Comune di Baradili,,www.comune.baradili.or.it,c_a614,Baradili,Lino,Zedda,09090,www.comune.baradili.or.it,"Via Vittorio Emanuele, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.baradili.or.it,pec,utcomunebaradili@tiscali.it,altro,ufficiotecnico@pec.comune.baradili.or.it,pec,null,null,null,null,,,,null,3,404,
80007250246,Veneto,VI,Comune di Grumolo delle Abbadesse,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007250246.txt,www.comune.grumolodelleabbadesse.vi.it,c_e226,Grumolo delle Abbadesse,Domenico,Grieco,36040,www.comune.grumolodelleabbadesse.vi.it,piazza Norma Cossetto,Vicesegretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,grumolodelleabbadesse.vi@cert.ip-veneto.net,pec,vicesegretario@comune.grumolodelleabbadesse.vi.it,altro,null,null,null,null,null,null,,,,null,2,200,x
80007250923,Sardegna,CA,Comune di Guasila,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007250923.txt,www.comuneguasila.gov.it,c_e252,Guasila,Paola,Casula,09040,www.comuneguasila.gov.it,"Via Gaetano Cima, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.guasila.ca.it,pec,info@comune.guasila.ca.it,altro,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-di-Guasila/719307954790337?fref=ts,,,,0,200,x
80007270616,Campania,CE,Comune di Arienzo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007270616.txt,www.comune.arienzo.ce.it,C_A403,Arienzo,Carmela,D'Addio,81021,www.comune.arienzo.ce.it,"Piazza S.Agostino, 4",Coll. Amm.,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pec.comunearienzo@asmepec.it,pec,comunediarienzo.arienzo@virgilio.it,altro,llpp.arienzo@asmepec.it,pec,null,null,null,null,,,,null,0,200,x
80007280052,Piemonte,AT,Comune di Celle Enomondo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007280052.txt,www.comune.celleenomondo.at.it,c_c440,Celle Enomondo,Andrea,Bovero,14010,www.comune.celleenomondo.at.it,"Via Roma, 30",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,celle.enomondo@cert.ruparpiemonte.it,pec,ragioneria@comune.celleenomondo.at.it,altro,anagrafe@comune.celleenomondo.at.it,altro,null,null,null,null,,,,null,0,200,x
80007290101,Liguria,GE,Comune di Propata,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007290101.txt,www.comune.propata.ge.it,c_h073,Propata,Renato,Cogorno,16027,www.comune.propata.ge.it/,Via Centro 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.propata.ge.it,pec,segreteria@comune.propata.ge.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80007310107,Liguria,GE,Comune di Montoggio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007310107.txt,www.comune.montoggio.ge.it,c_f682,Montoggio,Faustino Mauro,Fantoni,16026,www.comune.montoggio.ge.it,"Via IV Novembre, 18",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunemontoggio@actaliscertymail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80007310214,Trentino Alto Adige,BZ,Comune di Laion,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007310214.txt,www.laion.eu,c_e420,Laion,Stefan,Leiter,39040,www.laion.eu,Via Walther Von Der Vogelweide 30,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,lajen.laion@legalmail.it,pec,info@lajen.eu,altro,null,null,null,null,null,null,,,,null,0,200,x
80007310263,Veneto,TV,Comune di Treviso,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007310263.txt,www.comune.treviso.it,c_l407,Treviso,Lorenzo,Traina,31100,www.comune.treviso.it,"Via Del Municipio, 16",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,postacertificata@cert.comune.treviso.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80007320957,Sardegna,OR,Comune di Assolo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007320957.txt,www.comune.assolo.or.it,c_a477,Assolo,Antonello,Carrucciu,09080,www.comune.assolo.or.it,"Via Arborea, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ragioneria@pec.comune.assolo.or.it,pec,comune.assolo@gmail.com,altro,null,null,null,null,null,null,,,,null,0,200,x
80007330105,Liguria,GE,Comune di Torriglia,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80007330105.txt,www.comune.torriglia.ge.it,C_l298,Torriglia,Maurizio,Beltrami,16029,www.comune.torriglia.ge.it,"Via Municipio, 16",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollogenerale.comunetorriglia@pec.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
